Article	Description	KPWHZO	KPWHLO	KPCASE	KPAVAL	Quantity
FA082831.00	MARLBORO CRAFTED(RED) 100 BOX 21	BLC	C19	NCI300484100180	1	6000
FA082831.00	MARLBORO CRAFTED(RED) 100 BOX 21	BLC	C19	NCI300484100190	1	6000
FA082831.00	MARLBORO CRAFTED(RED) 100 BOX 21	BLC	C19	NCI300484100200	1	6000
FA082831.00	MARLBORO CRAFTED(RED) 100 BOX 21	BLG	G29	NCI300427700310	1	6000
FA082831.00	MARLBORO CRAFTED(RED) 100 BOX 21	BLG	G29	NCI300484100230	1	6000
FA082831.00	MARLBORO CRAFTED(RED) 100 BOX 21	BLG	G29	NCI300484100240	1	6000
FA082831.00	MARLBORO CRAFTED(RED) 100 BOX 21	BLG	G29	NCI300484100250	1	6000
FA082831.00	MARLBORO CRAFTED(RED) 100 BOX 21	BLG	G29	NCI300484100260	1	6000
FA082831.00	MARLBORO CRAFTED(RED) 100 BOX 21	BLG	G29	NCI300484100270	1	6000
FA082831.00	MARLBORO CRAFTED(RED) 100 BOX 21	BLG	G29	NCI300484100280	1	6000
FA082831.00	MARLBORO CRAFTED(RED) 100 BOX 21	BLG	G29	NCI300484100290	1	6000
FA082831.00	MARLBORO CRAFTED(RED) 100 BOX 21	BLG	G29	NCI300484100300	1	6000
FA082831.00	MARLBORO CRAFTED(RED) 100 BOX 21	BLG	G29	NCI300484100310	1	6000
FA082831.00	MARLBORO CRAFTED(RED) 100 BOX 21	BLG	G29	NCI300484100320	1	6000
FA082831.00	MARLBORO CRAFTED(RED) 100 BOX 21	BLG	G29	NCI300490100190	1	6000
FA082831.00	MARLBORO CRAFTED(RED) 100 BOX 21	BLH	H29	NCI300482800080	1	6000
FA082831.00	MARLBORO CRAFTED(RED) 100 BOX 21	BLH	H29	NCI300482800090	1	6000
FA082831.00	MARLBORO CRAFTED(RED) 100 BOX 21	BLH	H29	NCI300482800100	1	6000
FA082831.00	MARLBORO CRAFTED(RED) 100 BOX 21	BLH	H29	NCI300482800110	1	6000
FA082831.00	MARLBORO CRAFTED(RED) 100 BOX 21	BLH	H29	NCI300482800120	1	6000
FA082831.00	MARLBORO CRAFTED(RED) 100 BOX 21	BLH	H29	NCI300482800130	1	6000
FA082831.00	MARLBORO CRAFTED(RED) 100 BOX 21	BLH	H29	NCI300482800140	1	6000
FA082831.00	MARLBORO CRAFTED(RED) 100 BOX 21	BLH	H29	NCI300482800150	1	6000
FA082831.00	MARLBORO CRAFTED(RED) 100 BOX 21	BLH	H29	NCI300482800160	1	6000
FA082831.00	MARLBORO CRAFTED(RED) 100 BOX 21	BLH	H29	NCI300482800170	1	6000
FA082831.00	MARLBORO CRAFTED(RED) 100 BOX 21	BLH	H29	NCI300482800180	1	6000
FA082831.00	MARLBORO CRAFTED(RED) 100 BOX 21	BLH	H29	NCI300482800190	1	6000
FA082831.00	MARLBORO CRAFTED(RED) 100 BOX 21	BLH	H29	NCI300482800200	1	6000
FA082831.00	MARLBORO CRAFTED(RED) 100 BOX 21	BLH	H29	NCI300482800210	1	6000
FA082831.00	MARLBORO CRAFTED(RED) 100 BOX 21	BLH	H29	NCI300490100210	1	6000
FA082831.00	MARLBORO CRAFTED(RED) 100 BOX 21	BLH	H29	NCI300490100220	1	6000
FA082831.00	MARLBORO CRAFTED(RED) 100 BOX 21	BLH	H29	NCI300490100230	1	6000
FA082831.00	MARLBORO CRAFTED(RED) 100 BOX 21	BLH	H29	NCI300490100240	1	6000
FA082831.00	MARLBORO CRAFTED(RED) 100 BOX 21	KLC	ZDRAVE	NCI300425300278	1	410
FA082831.00	MARLBORO CRAFTED(RED) 100 BOX 21	OUT	GATED-W	NCI300482800223	0	500
FA082831.00	MARLBORO CRAFTED(RED) 100 BOX 21	PIO	P1-02	NCI300482800220	0	2000
FA082831.00	MARLBORO CRAFTED(RED) 100 BOX 21	PIO	P1-02	NCI300484100220	0	6000
FM100143.04	TUBES RGD RED KS OPK 250 MAG	BLH	H41	NCI300167600010	1	1120
FM100143.04	TUBES RGD RED KS OPK 250 MAG	BLH	H41	NCI300167600100	1	1120
FM100143.04	TUBES RGD RED KS OPK 250 MAG	KLC	ZDRAVE	NCI300052600417	1	18
FM100143.04	TUBES RGD RED KS OPK 250 MAG	PIO	P2-95	NCI300052600410	0	40
FM100143.04	TUBES RGD RED KS OPK 250 MAG	PIO	P2-95	NCI300167600050	0	1120
FM100143.04	TUBES RGD RED KS OPK 250 MAG	PIO	P2-95	NCI300256200010	1	720
FM100143.04	TUBES RGD RED KS OPK 250 MAG	PIO	P2-95	NCI300256200011	1	200
FM100144.04	TUBES RGD BLUE KS OPK 250 MAG	BLE	E01	NCI300050300130	1	1120
FM100144.04	TUBES RGD BLUE KS OPK 250 MAG	BLE	E01	NCI300050300160	1	1120
FM100144.04	TUBES RGD BLUE KS OPK 250 MAG	BLE	E01	NCI300050300180	1	1120
FM100144.04	TUBES RGD BLUE KS OPK 250 MAG	BLE	E01	NCI300050300200	1	1120
FM100144.04	TUBES RGD BLUE KS OPK 250 MAG	BLE	E01	NCI300050300210	1	1120
FM100144.04	TUBES RGD BLUE KS OPK 250 MAG	BLE	E01	NCI300050300250	1	1120
FM100144.04	TUBES RGD BLUE KS OPK 250 MAG	BLE	E01	NCI300050400050	1	1120
FM100144.04	TUBES RGD BLUE KS OPK 250 MAG	BLE	E01	NCI300050400130	1	1120
FM100144.04	TUBES RGD BLUE KS OPK 250 MAG	BLE	E01	NCI300050400140	1	1120
FM100144.04	TUBES RGD BLUE KS OPK 250 MAG	BLE	E01	NCI300050400240	1	1120
FM100144.04	TUBES RGD BLUE KS OPK 250 MAG	BLE	E01	NCI300050400260	1	1120
FM100144.04	TUBES RGD BLUE KS OPK 250 MAG	BLE	E02	NCI300050300060	1	1120
FM100144.04	TUBES RGD BLUE KS OPK 250 MAG	BLE	E02	NCI300050300140	1	1120
FM100144.04	TUBES RGD BLUE KS OPK 250 MAG	BLE	E02	NCI300050400010	1	1120
FM100144.04	TUBES RGD BLUE KS OPK 250 MAG	BLE	E02	NCI300050400070	1	1120
FM100144.04	TUBES RGD BLUE KS OPK 250 MAG	BLE	E02	NCI300050400100	1	1120
FM100144.04	TUBES RGD BLUE KS OPK 250 MAG	BLE	E02	NCI300050400120	1	1120
FM100144.04	TUBES RGD BLUE KS OPK 250 MAG	BLE	E02	NCI300050400170	1	1120
FM100144.04	TUBES RGD BLUE KS OPK 250 MAG	BLE	E02	NCI300050400190	1	1120
FM100144.04	TUBES RGD BLUE KS OPK 250 MAG	BLE	E02	NCI300050400210	1	1120
FM100144.04	TUBES RGD BLUE KS OPK 250 MAG	BLE	E03	NCI300052600240	1	1120
FM100144.04	TUBES RGD BLUE KS OPK 250 MAG	BLE	E03	NCI300052600250	1	1120
FM100144.04	TUBES RGD BLUE KS OPK 250 MAG	BLE	E03	NCI300052600260	1	1120
FM100144.04	TUBES RGD BLUE KS OPK 250 MAG	BLE	E03	NCI300052600280	1	1120
FM100144.04	TUBES RGD BLUE KS OPK 250 MAG	BLE	E03	NCI300052600290	1	1120
FM100144.04	TUBES RGD BLUE KS OPK 250 MAG	BLE	E03	NCI300052600310	1	1120
FM100144.04	TUBES RGD BLUE KS OPK 250 MAG	BLE	E03	NCI300052600320	1	1120
FM100144.04	TUBES RGD BLUE KS OPK 250 MAG	BLE	E03	NCI300052600330	1	1120
FM100144.04	TUBES RGD BLUE KS OPK 250 MAG	BLE	E03	NCI300052600340	1	1120
FM100144.04	TUBES RGD BLUE KS OPK 250 MAG	BLE	E03	NCI300052600350	1	1120
FM100144.04	TUBES RGD BLUE KS OPK 250 MAG	BLE	E03	NCI300052600360	1	1120
FM100144.04	TUBES RGD BLUE KS OPK 250 MAG	KLC	FRONTA	NCI300050400119	1	40
FM100144.04	TUBES RGD BLUE KS OPK 250 MAG	KLC	ZDRAVE	NCI300167600120	1	27
FM100144.04	TUBES RGD BLUE KS OPK 250 MAG	OUT	GATEO-W	NCI300050300100	0	80
FM100144.04	TUBES RGD BLUE KS OPK 250 MAG	PIO	P2-97	NCI300256200020	0	720
FM100144.04	TUBES RGD BLUE KS OPK 250 MAG	PIO	P2-97	NCI300256200021	1	400
FM100144.04	TUBES RGD BLUE KS OPK 250 MAG	PIO	P2-97	NCI300256200030	1	520
FM100147.03	TUBES CHESTERFIELD RED KS OPK 250 MAG	KLC	ZDRAVE	NCI300106100500	1	20
FM100147.04	TUBES CHESTERFIELD RED KS OPK 250 MAG	KLC	ZDRAVE	NCI300106100510	1	29
FM100148.02	TUBES CHESTERFIELD BLUE KS OPK 250 MAG	KLC	ZDRAVE	NCI300106100520	1	17
FM100301.01	TUBES RGD RED KS OPK 250 MAG	KLC	ZDRAVE	NCI300106100490	0	18
FW001559.14	MYV RGD BLUE P64 30	BLC	C39	NCI300379800290	1	6480
FW001559.14	MYV RGD BLUE P64 30	BLC	C39	NCI300379800300	1	6480
FW001559.14	MYV RGD BLUE P64 30	BLC	C39	NCI300379800320	1	6480
FW001559.14	MYV RGD BLUE P64 30	BLC	C39	NCI300379800330	1	6480
FW001559.14	MYV RGD BLUE P64 30	BLC	C39	NCI300379800340	1	6480
FW001559.14	MYV RGD BLUE P64 30	PIO	P2-46	NCI300379800310	0	6480
FW001559.14	MYV RGD BLUE P64 30	PIO	P2-46	NCI300379800350	0	900
FW001559.17	MYV RGD BLUE P64 30	KLC	ZUMPA	NCI300282200010	1	180
FW001560.14	MYV RGD RED P64 30	BLA	A18	NCI300036600190	1	1980
FW001560.14	MYV RGD RED P64 30	KLC	FRONTA	NCI300011300068	1	180
FW001560.14	MYV RGD RED P64 30	KLC	FRONTA	NCI300159000547	1	180
FW001560.14	MYV RGD RED P64 30	OUT	GATED-W	NCI300312200693	0	180
FW001560.14	MYV RGD RED P64 30	PIO	P2-43	NCI300021100180	0	6480
FW001560.14	MYV RGD RED P64 30	PIO	P2-43	NCI300312200620	0	1080
FW001560.19	MYV RGD RED P64 30	BLI	I02	NCI300397900330	1	6480
FW001560.19	MYV RGD RED P64 30	BLI	I02	NCI300397900340	1	6480
FW001560.19	MYV RGD RED P64 30	BLI	I02	NCI300397900350	1	6480
FW001560.19	MYV RGD RED P64 30	BLI	I02	NCI300397900360	1	4680
FW001560.19	MYV RGD RED P64 30	BLJ	J14	NCI300484900450	1	6480
FW001560.19	MYV RGD RED P64 30	BLJ	J14	NCI300484900460	1	6480
FW001560.19	MYV RGD RED P64 30	BLJ	J14	NCI300484900470	1	3960
FW001560.19	MYV RGD RED P64 30	BLJ	J27	NCI300395200580	1	6480
FW001560.19	MYV RGD RED P64 30	BLJ	J27	NCI300395200590	1	6480
FW001560.19	MYV RGD RED P64 30	BLJ	J27	NCI300395200600	1	6480
FW001560.19	MYV RGD RED P64 30	BLJ	J27	NCI300395200610	1	6480
FW001561.12	MYV CHESTERFIELD RED P64 30	KLC	ZUMPA	NCI300269500010	1	1
FW001561.12	MYV CHESTERFIELD RED P64 30	KLC	ZUMPA	NCI300459600020	1	1
FW002009.15	MYV RGD RED D11 55	BLA	A12	NCI300010100060	1	720
